division,order_number,customer_name,proj_num,Complexity,fiscal_year,eck_lead_wks,include,eck_month,book_month,days_to_book
VP,1901958301,"TETON WEST CONSTRUCTION, INC.",19019583,CII/FT,2020,7.71,Yes,2019-11-01,2019-11-01,1
VP,1901992601,JIMMY TRAYLOR CONSTRUCTION,19019926,CII/FT,2020,4,Yes,2019-10-01,2019-10-01,-3
VP,1901997101,"CANCO GENERAL CONTRACTORS, INC.",19019971,CII/FT,2020,3.57,Yes,2019-10-01,2019-10-01,0
VP,1902036101,GARVIN CONSTRUCTION,19020361,CII/FT,2020,4.14,Yes,2019-10-01,2019-10-01,0
VP,1902039501,"MIDWEST BUILDERS, INC.",19020395,CII/FT,2020,4.71,Yes,2019-11-01,2019-11-01,12
VP,1902039801,CHOICE BUILDING SYSTEMS,19020398,CII/FT,2020,2.14,Yes,2019-10-01,2019-10-01,0
VP,1902051101,"COOPER CONSTRUCTION COMPANY, INC.",19020511,CII/FT,2020,7.14,Yes,2019-11-01,2019-11-01,0
VP,1902072201,"ATO BUILDERS, LLC",19020722,CII/FT,2020,3.14,Yes,2019-10-01,2019-10-01,0
VP,1902078901,1183957 ONTARIO LIMITED DBA PRIME CORP,19020789,CII/FT,2020,1.71,Yes,2019-10-01,2019-10-01,1
VP,1902116901,BERNIE DULAS LLC,19021169,CII/FT,2020,4.14,Yes,2019-10-01,2019-11-01,1
VP,1902155001,DICKINSON STEEL BUILDERS,19021550,CII/FT,2020,3.43,Yes,2019-10-01,2019-11-01,1
VP,1902206901,HAMMOND HOMES & CONSTRUCTION,19022069,CII/FT,2020,3.43,Yes,2019-11-01,2019-11-01,1
VP,1902211301,"NUAGE BUILDERS, LLC",19022113,CII/FT,2020,3.71,Yes,2019-11-01,2019-11-01,-3
VP,1902221701,"THE FELDHACKER GROUP, INC",19022217,CII/FT,2020,2.14,Yes,2019-11-01,2019-11-01,0
VP,1902229001,"NORTH FLORIDA SCHOOL OF SPECIAL EDUCATION, INC.",19022290,CII/FT,2020,3.86,Yes,2019-11-01,2019-11-01,0
VP,1902239501,"HARRELL CONSTRUCTION COMPANY, INC.",19022395,CII/FT,2020,2.57,Yes,2019-11-01,2019-11-01,-2
VP,1902245201,JIMMY TRAYLOR CONSTRUCTION,19022452,CII/FT,2020,3,Yes,2019-12-01,NA,NA
VP,1902268101,"BEAVER CONSTRUCTORS, INC",19022681,CII/FT,2020,3.43,Yes,2019-12-01,NA,NA
VP,1902304201,"STEEL STRUCTURES, INC.",19023042,CII/FT,2020,3.71,Yes,2019-11-01,2019-11-01,0
VP,1902312301,HARRISON CONSTRUCTION CO. INC.,19023123,CII/FT,2020,4.71,Yes,2019-11-01,NA,NA
VP,1902332601,HUFTON CONSTRUCTION,19023326,CII/FT,2020,5.86,Yes,2019-12-01,NA,NA
VP,1902348501,STEVEN C SEEGERT,19023485,CII/FT,2020,4.86,Yes,2019-12-01,NA,NA
VP,1902349401,STEVEN C SEEGERT,19023494,CII/FT,2020,3.14,Yes,2019-11-01,NA,NA
VP,1902426601,STEVEN C SEEGERT,19024266,CII/FT,2020,2.14,Yes,2019-11-01,NA,NA
VP,1902503701,"C. MERRILL CONSTRUCTION, LLC",19025037,CII/FT,2020,2.71,Yes,2019-12-01,NA,NA
BUTLER,1602219301,THE SHERIDAN CORPORATION,16022193,Simple (<=100),2020,692.57,No,2030-01-01,2018-02-01,-4348
BUTLER,1803405201,"HARMAN CONSTRUCTION, INC.",18034052,Very High Complex (>800),2020,592.86,No,2029-10-01,2018-08-01,-4081
BUTLER,1804417001,"WETHERINGTON HOMES, INC.",18044170,Complex (200-400),2020,35.86,No,2019-07-01,2019-07-01,1
BUTLER,1804757801,"KIMBALL CONSTRUCTION COMPANY, INC.",18047578,Moderate (100-200),2020,30,No,2019-07-01,2019-07-01,1
BUTLER,1900542201,"MERICLE CONSTRUCTION, INC.",19005422,Complex (200-400),2020,16,Yes,2019-07-01,2019-06-01,-3
BUTLER,1900607601,"INTERBUILD, INC.",19006076,Moderate (100-200),2020,33.14,No,2019-11-01,2019-11-01,1
BUTLER,1900676301,"CIRRUS CONSTRUCTION, INC.",19006763,Moderate (100-200),2020,562,No,2030-01-01,NA,NA
BUTLER,1900676701,"COLEMAN-ADAMS CONSTRUCTION, INC.",19006767,Complex (200-400),2020,562,No,2030-01-01,NA,NA
BUTLER,1900785901,"MERICLE CONSTRUCTION, INC.",19007859,Complex (200-400),2020,15.43,Yes,2019-07-01,2019-07-01,0
BUTLER,1900786401,"MERICLE CONSTRUCTION, INC.",19007864,High Complex (400-800),2020,14.43,Yes,2019-07-01,2019-07-01,0
BUTLER,1900787001,"MERICLE CONSTRUCTION, INC.",19007870,High Complex (400-800),2020,17.57,Yes,2019-08-01,2019-08-01,-2
BUTLER,1900860001,THE SHERIDAN CORPORATION,19008600,High Complex (400-800),2020,15.14,Yes,2019-07-01,2019-08-01,2
BUTLER,1901002801,THE SHERIDAN CORPORATION,19010028,Complex (200-400),2020,20,No,2019-09-01,2019-09-01,1
BUTLER,1901003301,THE SHERIDAN CORPORATION,19010033,Simple (<=100),2020,12.86,Yes,2019-07-01,2019-07-01,-1
BUTLER,1901006001,"BOBBITT DESIGN BUILD, INC.",19010060,Complex (200-400),2020,21.14,Yes,2019-09-01,2019-09-01,0
BUTLER,1901015201,"CIRRUS CONSTRUCTION, INC.",19010152,Moderate (100-200),2020,11.86,Yes,2019-07-01,2019-07-01,1
BUTLER,1901225101,"C.W. BRINKLEY, INC.",19012251,Complex (200-400),2020,20.71,No,2019-10-01,2019-10-01,-2
BUTLER,1901597301,"BOBBITT DESIGN BUILD, INC.",19015973,High Complex (400-800),2020,21.86,Yes,2019-12-01,NA,NA
BUTLER,1901611201,"CENTURY CONSTRUCTION COMPANY, INC.",19016112,Simple (<=100),2020,8.71,Yes,2019-09-01,2019-09-01,1
BUTLER,1901733601,CONNEMARA CORPORATION,19017336,Complex (200-400),2020,14.29,Yes,2019-11-01,2019-11-01,1
BUTLER,1901770901,"BOBBITT DESIGN BUILD, INC.",19017709,Complex (200-400),2020,16.86,Yes,2019-12-01,NA,NA
BUTLER,1901956701,"HARMAN CONSTRUCTION, INC.",19019567,Simple (<=100),2020,9,Yes,2019-11-01,NA,NA
BUTLER,1901962301,"COLEMAN-ADAMS CONSTRUCTION, INC.",19019623,Moderate (100-200),2020,22.14,No,2020-02-01,NA,NA
BUTLER,1902009801,"HARMAN CONSTRUCTION, INC.",19020098,Moderate (100-200),2020,11.14,Yes,2019-12-01,NA,NA
BUTLER,1902119401,"BOBBITT DESIGN BUILD, INC.",19021194,Complex (200-400),2020,20.43,No,2020-02-01,NA,NA
BUTLER,1902308201,"COLEMAN-ADAMS CONSTRUCTION, INC.",19023082,Simple (<=100),2020,7,Yes,2019-12-01,NA,NA
BUTLER,1902479401,"JACKSON BUILDERS, INC.",19024794,Simple (<=100),2020,7.43,Yes,2020-01-01,NA,NA
BUTLER,1902513501,"COLEMAN-ADAMS CONSTRUCTION, INC.",19025135,Simple (<=100),2020,9,Yes,2020-01-01,NA,NA
VP,1804200701,RIEDEL-WILKS BLDG STRUCTURES INC.,18042007,Very High Complex (>800),2020,65.14,No,2020-01-01,NA,NA
VP,1804465901,RIEDEL-WILKS BLDG STRUCTURES INC.,18044659,High Complex (400-800),2020,50.29,No,2019-11-01,2019-11-01,3
VP,1900351401,EPOC CONSTRUCTION INC.,19003514,Very High Complex (>800),2020,37.57,Yes,2019-11-01,2019-11-01,1
VP,1900960501,RIEDEL-WILKS BLDG STRUCTURES INC.,19009605,Simple (<=100),2020,9,Yes,2019-07-01,2019-06-01,-5
VP,1901092201,"W. A. STRATTON CONST. CO., INC.",19010922,Simple (<=100),2020,8,Yes,2019-07-01,2019-07-01,-2
VP,1901125501,EPOC CONSTRUCTION INC.,19011255,High Complex (400-800),2020,31.43,No,2020-01-01,NA,NA
VP,1901226201,"W. A. STRATTON CONST. CO., INC.",19012262,Simple (<=100),2020,9,Yes,2019-08-01,2019-08-01,1
VP,1901419501,RIEDEL-WILKS BLDG STRUCTURES INC.,19014195,Complex (200-400),2020,25.14,No,2019-12-01,NA,NA
VP,1901576101,EPOC CONSTRUCTION INC.,19015761,High Complex (400-800),2020,20.43,Yes,2019-12-01,NA,NA
VP,1901670701,"W. A. STRATTON CONST. CO., INC.",19016707,Simple (<=100),2020,3.14,Yes,2019-08-01,2019-08-01,0
VP,1901885401,"W. A. STRATTON CONST. CO., INC.",19018854,Simple (<=100),2020,8,Yes,2019-10-01,2019-10-01,0
VP,1901907101,RIEDEL-WILKS BLDG STRUCTURES INC.,19019071,Moderate (100-200),2020,7.71,Yes,2019-10-01,2019-10-01,1
VP,1902200701,"W. A. STRATTON CONST. CO., INC.",19022007,Simple (<=100),2020,8.57,Yes,2019-12-01,NA,NA
VP,1902250501,RIEDEL-WILKS BLDG STRUCTURES INC.,19022505,Moderate (100-200),2020,532,No,2030-01-01,NA,NA
VP,1902337201,RIEDEL-WILKS BLDG STRUCTURES INC.,19023372,Simple (<=100),2020,6.14,Yes,2019-12-01,NA,NA
VP,1902382601,BRETT CONSTRUCTION CO.,19023826,Moderate (100-200),2020,12.29,Yes,2020-01-01,NA,NA
VP,1804056301,E F WALL & ASSOCIATES,18040563,Simple (<=100),2020,44,No,2019-07-01,2019-07-01,-13
VP,1804075901,INDUSTRIAL BUILDING SYSTEMS,18040759,High Complex (400-800),2020,0.14,No,2019-09-01,2019-09-01,3
VP,1804419901,INDUSTRIAL BUILDING SYSTEMS,18044199,High Complex (400-800),2020,36.29,No,2019-07-01,2019-07-01,1
VP,1900555001,"CROCKER BUILDING COMPANY, INC.",19005550,High Complex (400-800),2020,44,No,2020-01-01,NA,NA
VP,1900715301,BANCROFT CONTRACTING CORPORATION,19007153,Very High Complex (>800),2020,13.86,Yes,2019-07-01,2019-07-01,1
VP,1900723001,"HIVELY CONTRACTING, INC",19007230,High Complex (400-800),2020,17.29,Yes,2019-07-01,2019-08-01,1
VP,1900803901,"PATCO CONSTRUCTION, INC.",19008039,Simple (<=100),2020,16.86,No,2019-08-01,2019-08-01,7
VP,1900944301,"BUCK CONSTRUCTION, INC.",19009443,Simple (<=100),2020,14.57,No,2019-08-01,2019-08-01,0
VP,1900945501,"UNITED STEEL, INC.",19009455,Complex (200-400),2020,25.71,No,2019-10-01,2019-10-01,1
VP,1900959901,"PATCO CONSTRUCTION, INC.",19009599,Moderate (100-200),2020,13.14,Yes,2019-07-01,2019-07-01,-1
VP,1900983801,TODD OSGOOD CONSTRUCTION LLC,19009838,Moderate (100-200),2020,14.29,Yes,2019-08-01,2019-08-01,0
VP,1901013201,"ALLEGHENY CONSTRUCTION GROUP, INC.",19010132,Complex (200-400),2020,19,Yes,2019-09-01,2019-09-01,3
VP,1901013801,"ALLEGHENY CONSTRUCTION GROUP, INC.",19010138,High Complex (400-800),2020,23.86,Yes,2019-10-01,2019-10-01,1
VP,1901094701,MAINE COAST CONSTRUCTION CORP.,19010947,Complex (200-400),2020,46.86,No,2020-04-01,NA,NA
VP,1901103501,"PATCO CONSTRUCTION, INC.",19011035,Simple (<=100),2020,15.29,No,2019-08-01,2019-09-01,11
VP,1901151001,INDUSTRIAL BUILDING SYSTEMS,19011510,Moderate (100-200),2020,16.29,Yes,2019-09-01,2019-09-01,0
VP,1901185401,"PATCO CONSTRUCTION, INC.",19011854,Simple (<=100),2020,14,No,2019-09-01,2019-08-01,-5
VP,1901244601,"TRI-STATE DESIGN OF UNIONTOWN, INC.",19012446,Very High Complex (>800),2020,541.71,No,2029-10-01,NA,NA
VP,1901245801,"HIVELY CONTRACTING, INC",19012458,Moderate (100-200),2020,17.14,No,2019-12-01,NA,NA
VP,1901279801,CENTRAL CONSTRUCTION INDUSTRIES,19012798,Simple (<=100),2020,7.29,Yes,2019-08-01,2019-08-01,0
VP,1901281101,"PATCO CONSTRUCTION, INC.",19012811,Simple (<=100),2020,551.57,No,2030-01-01,NA,NA
VP,1901371001,"PATCO CONSTRUCTION, INC.",19013710,Simple (<=100),2020,24.14,No,2019-12-01,NA,NA
VP,1901374701,LOHR CONSTRUCTION CO. INC.,19013747,Moderate (100-200),2020,15,Yes,2019-10-01,2019-10-01,14
VP,1901466001,"PATCO CONSTRUCTION, INC.",19014660,Simple (<=100),2020,10.29,Yes,2019-09-01,2019-10-01,33
VP,1901573901,"LEE MICHAEL INDUSTRIES,  INC.",19015739,Complex (200-400),2020,16.86,Yes,2019-12-01,NA,NA
VP,1901576601,"PAT MUNGER CONSTRUCTION CO., INC.",19015766,Moderate (100-200),2020,17,No,2019-11-01,2019-11-01,1
VP,1901598701,"LEE MICHAEL INDUSTRIES,  INC.",19015987,Complex (200-400),2020,15,Yes,2019-11-01,2019-11-01,1
VP,1901610501,"LEE MICHAEL INDUSTRIES,  INC.",19016105,Simple (<=100),2020,11.29,Yes,2019-10-01,2019-10-01,0
VP,1901612301,THE RUHLIN COMPANY,19016123,Moderate (100-200),2020,17,No,2019-11-01,NA,NA
VP,1901660101,"PAT MUNGER CONSTRUCTION CO., INC.",19016601,High Complex (400-800),2020,16.29,Yes,2019-11-01,NA,NA
VP,1901759801,"UNITED STEEL, INC.",19017598,Moderate (100-200),2020,14.14,Yes,2019-11-01,2019-11-01,1
VP,1901764401,TODD OSGOOD CONSTRUCTION LLC,19017644,Moderate (100-200),2020,18,No,2019-12-01,NA,NA
VP,1901765601,"PATCO CONSTRUCTION, INC.",19017656,Simple (<=100),2020,16.86,No,2019-12-01,NA,NA
VP,1901805601,THE RUHLIN COMPANY,19018056,Complex (200-400),2020,25,No,2020-02-01,NA,NA
VP,1901826601,"PATCO CONSTRUCTION, INC.",19018266,Simple (<=100),2020,12.57,Yes,2019-11-01,2019-11-01,-11
VP,1901835401,INDUSTRIAL BUILDING SYSTEMS,19018354,Complex (200-400),2020,23.71,No,2020-02-01,NA,NA
VP,1901889901,MAINE COAST CONSTRUCTION CORP.,19018899,Simple (<=100),2020,11.43,Yes,2019-12-01,NA,NA
VP,1902035701,INDUSTRIAL BUILDING SYSTEMS,19020357,Moderate (100-200),2020,9.57,Yes,2019-11-01,NA,NA
VP,1902209901,"PATCO CONSTRUCTION, INC.",19022099,Simple (<=100),2020,10,Yes,2019-12-01,NA,NA
VP,1902222601,"PATCO CONSTRUCTION, INC.",19022226,Moderate (100-200),2020,19.29,No,2020-02-01,NA,NA
VP,1902328801,"BAUMER CONSTRUCTION, INC.",19023288,Complex (200-400),2020,18,Yes,2020-03-01,NA,NA
VP,1902426801,"CROCKER BUILDING COMPANY, INC.",19024268,Simple (<=100),2020,9.86,Yes,2020-01-01,NA,NA
BUTLER,1702444601,"CAMBRIDGE MARINE CONSTRUCTION, INC.",17024446,Simple (<=100),2020,637.86,No,2030-01-01,2018-08-01,-4151
BUTLER,1900036301,"FAZIO HOLDINGS, LLC",19000363,Simple (<=100),2020,32.43,No,2019-08-01,2019-08-01,0
BUTLER,1900831201,"S. G. CONSTRUCTION CO., INC.",19008312,Complex (200-400),2020,14,Yes,2019-07-01,2019-07-01,2
BUTLER,1900892001,"D & B AGRO-SYSTEMS, LTD",19008920,Moderate (100-200),2020,11.14,Yes,2019-07-01,2019-07-01,3
BUTLER,1901082101,PHALEN STEEL CONSTRUCTION COMPANY,19010821,Moderate (100-200),2020,7.29,Yes,2019-07-01,2019-07-01,-2
BUTLER,1901116301,"P.J. HOERR, INC",19011163,High Complex (400-800),2020,16.86,Yes,2019-09-01,2019-09-01,5
BUTLER,1901136901,"D & B AGRO-SYSTEMS, LTD",19011369,Simple (<=100),2020,10,Yes,2019-07-01,2019-07-01,1
BUTLER,1901138401,"FAZIO HOLDINGS, LLC",19011384,Moderate (100-200),2020,12.43,Yes,2019-08-01,2019-08-01,3
BUTLER,1901365401,"A.C.E. BUILDING SERVICE, INC.",19013654,Simple (<=100),2020,7.71,Yes,2019-08-01,2019-08-01,0
BUTLER,1901409101,BEDELL BUILDERS INC.,19014091,Simple (<=100),2020,13.43,Yes,2019-09-01,2019-09-01,3
BUTLER,1901424301,PHALEN STEEL CONSTRUCTION COMPANY,19014243,Complex (200-400),2020,13.14,Yes,2019-09-01,2019-09-01,3
BUTLER,1901451601,"BANE-NELSON, INC.",19014516,Moderate (100-200),2020,14.14,Yes,2019-10-01,2019-10-01,0
BUTLER,1901453201,"A.C.E. BUILDING SERVICE, INC.",19014532,Simple (<=100),2020,9.43,Yes,2019-09-01,2019-09-01,4
BUTLER,1901554201,SCHUH CONSTRUCTION INC.,19015542,Moderate (100-200),2020,17,No,2019-11-01,2019-11-01,-1
BUTLER,1901587801,PHALEN STEEL CONSTRUCTION COMPANY,19015878,Simple (<=100),2020,7.43,Yes,2019-09-01,2019-09-01,1
BUTLER,1901671301,FORWARD CONSTRUCTION GROUP LLC,19016713,Simple (<=100),2020,11.57,Yes,2019-10-01,2019-10-01,1
BUTLER,1901756301,SCHUH CONSTRUCTION INC.,19017563,Simple (<=100),2020,6.71,Yes,2019-09-01,2019-10-01,1
BUTLER,1901853201,K & V STEEL ERECTORS,19018532,Simple (<=100),2020,9,Yes,2019-10-01,2019-10-01,1
BUTLER,1901882201,WAGENBACH BUILDERS INC.,19018822,Moderate (100-200),2020,19,No,2020-01-01,NA,NA
BUTLER,1901898201,"LUFFLAND BUILDERS, INC",19018982,Simple (<=100),2020,9,Yes,2019-11-01,2019-11-01,3
BUTLER,1901941101,"BANE-NELSON, INC.",19019411,Moderate (100-200),2020,15.14,Yes,2019-12-01,NA,NA
BUTLER,1902123701,"S. G. CONSTRUCTION CO., INC.",19021237,Simple (<=100),2020,13.29,Yes,2020-01-01,NA,NA
BUTLER,1902188601,K & V STEEL ERECTORS,19021886,Moderate (100-200),2020,17.29,No,2020-02-01,NA,NA
BUTLER,1902224001,"FAZIO HOLDINGS, LLC",19022240,Moderate (100-200),2020,15.43,No,2020-01-01,NA,NA
BUTLER,1902394101,K & V STEEL ERECTORS,19023941,Simple (<=100),2020,9.14,Yes,2020-01-01,NA,NA
BUTLER,1902450101,LEO STRAATMANN FARM SERVICE,19024501,Simple (<=100),2020,5.29,Yes,2019-12-01,NA,NA
BUTLER,1902472001,HUFFMAN FARM SUPPLY,19024720,Simple (<=100),2020,7.86,Yes,2020-01-01,NA,NA
BUTLER,1500804301,"FACILITY BUILDERS & ERECTORS, INC.",15008043,Complex (200-400),2020,764.14,No,2030-01-01,NA,NA
BUTLER,1501555601,"FACILITY BUILDERS & ERECTORS, INC.",15015556,Very High Complex (>800),2020,217.14,No,2019-10-01,2019-11-01,1
BUTLER,1501575301,"FACILITY BUILDERS & ERECTORS, INC.",15015753,Very High Complex (>800),2020,747.86,No,2030-01-01,NA,NA
BUTLER,1802699901,"HILBERS, INC.",18026999,Simple (<=100),2020,69.86,No,2019-07-01,2019-08-01,16
BUTLER,1803061701,"FACILITY BUILDERS & ERECTORS, INC.",18030617,Complex (200-400),2020,85.86,No,2020-01-01,NA,NA
BUTLER,1803223701,"FACILITY BUILDERS & ERECTORS, INC.",18032237,Simple (<=100),2020,59,No,2019-07-01,2019-07-01,4
BUTLER,1804735401,"FACILITY BUILDERS & ERECTORS, INC.",18047354,High Complex (400-800),2020,31,No,2019-07-01,2019-07-01,4
BUTLER,1804815501,"K2 CONSTRUCTION, INC",18048155,High Complex (400-800),2020,30,No,2019-07-01,2019-07-01,3
BUTLER,1900233001,"NORTH VALLEY BUILDING SYSTEMS, INC",19002330,Moderate (100-200),2020,37.29,No,2019-10-01,2019-10-01,3
BUTLER,1900253001,"T. VIOLE' CONSTRUCTION COMPANY, INC",19002530,Moderate (100-200),2020,569,No,2030-01-01,NA,NA
BUTLER,1900624501,"HILBERS, INC.",19006245,High Complex (400-800),2020,34,No,2019-11-01,2019-11-01,-5
BUTLER,1900697601,"HILBERS, INC.",19006976,Complex (200-400),2020,33.14,No,2019-11-01,2019-11-01,3
BUTLER,1900708701,"STEELCRAFT CONSTRUCTION, INC",19007087,Simple (<=100),2020,19.86,No,2019-08-01,2019-08-01,1
BUTLER,1900749301,"K2 CONSTRUCTION, INC",19007493,Complex (200-400),2020,16.14,Yes,2019-07-01,2019-07-01,4
BUTLER,1901129701,"NORTH VALLEY BUILDING SYSTEMS, INC",19011297,Moderate (100-200),2020,13.57,Yes,2019-08-01,2019-08-01,3
BUTLER,1901172001,"NORTH VALLEY BUILDING SYSTEMS, INC",19011720,Simple (<=100),2020,18,No,2019-09-01,2019-09-01,0
BUTLER,1901176301,"NORTH VALLEY BUILDING SYSTEMS, INC",19011763,Moderate (100-200),2020,18.14,No,2019-10-01,2019-10-01,1
BUTLER,1901395501,JAMES W. ELMER CONSTRUCTION CO,19013955,Simple (<=100),2020,8.86,Yes,2019-08-01,2019-09-01,14
BUTLER,1901772901,"T. VIOLE' CONSTRUCTION COMPANY, INC",19017729,Complex (200-400),2020,18.86,No,2019-12-01,NA,NA
VP,1802420601,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,18024206,Very High Complex (>800),2020,604.29,No,2029-10-01,2018-09-01,-4061
VP,1802421201,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,18024212,Complex (200-400),2020,604.29,No,2029-10-01,2018-09-01,-4061
VP,1803231901,RUDOLPH/LIBBE INC.,18032319,Moderate (100-200),2020,67.86,No,2019-10-01,2019-10-01,-1
VP,1803232101,RUDOLPH/LIBBE INC.,18032321,Complex (200-400),2020,61.86,No,2019-09-01,2019-09-01,-5
VP,1803232301,RUDOLPH/LIBBE INC.,18032323,Moderate (100-200),2020,59.86,No,2019-08-01,2019-08-01,1
VP,1803232701,RUDOLPH/LIBBE INC.,18032327,Complex (200-400),2020,52.86,No,2019-07-01,2019-07-01,0
VP,1803233001,RUDOLPH/LIBBE INC.,18032330,Moderate (100-200),2020,54.86,No,2019-07-01,2019-07-01,-8
VP,1804721301,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,18047213,Moderate (100-200),2020,58,No,2020-01-01,NA,NA
VP,1900305801,ERICKSON & LINDSTROM CONSTRUCTION CO,19003058,High Complex (400-800),2020,42.71,No,2020-03-01,NA,NA
VP,1900628201,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19006282,Complex (200-400),2020,21.57,No,2019-11-01,NA,NA
VP,1900832901,PIONEER INCORPORATED,19008329,High Complex (400-800),2020,21.14,Yes,2019-10-01,2019-10-01,1
VP,1900833001,PIONEER INCORPORATED,19008330,High Complex (400-800),2020,19.29,Yes,2019-10-01,2019-10-01,3
VP,1900833101,PIONEER INCORPORATED,19008331,Moderate (100-200),2020,18.57,No,2019-10-01,2019-10-01,0
VP,1900833201,PIONEER INCORPORATED,19008332,Moderate (100-200),2020,29.29,No,2019-12-01,NA,NA
VP,1901042001,ERICKSON & LINDSTROM CONSTRUCTION CO,19010420,Moderate (100-200),2020,17.57,No,2019-09-01,2019-09-01,0
VP,1901042101,ERICKSON & LINDSTROM CONSTRUCTION CO,19010421,Complex (200-400),2020,18.71,Yes,2019-09-01,2019-09-01,1
VP,1901042201,ERICKSON & LINDSTROM CONSTRUCTION CO,19010422,Very High Complex (>800),2020,30,Yes,2019-12-01,NA,NA
VP,1901064001,"QUADRATE CONSTRUCTION, LLC",19010640,Simple (<=100),2020,13,Yes,2019-08-01,2019-08-01,1
VP,1901093401,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19010934,Complex (200-400),2020,15.29,Yes,2020-01-01,NA,NA
VP,1901163001,GEERLINGS DEVELOPMENT COMPANY,19011630,Simple (<=100),2020,13,Yes,2019-08-01,2019-08-01,-2
VP,1901164601,COLWELL WANGEMAN CONSTRUCTION,19011646,Simple (<=100),2020,7.43,Yes,2019-07-01,2019-07-01,0
VP,1901169101,PIONEER INCORPORATED,19011691,Simple (<=100),2020,7.86,Yes,2019-08-01,2019-08-01,1
VP,1901222401,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19012224,Simple (<=100),2020,7.71,Yes,2019-07-01,2019-07-01,1
VP,1901288601,O'HARROW CONSTRUCTION COMPANY,19012886,Moderate (100-200),2020,16.29,Yes,2019-10-01,2019-10-01,1
VP,1901602601,"A. J. VENEKLASEN, INC.",19016026,Complex (200-400),2020,11,Yes,2019-11-01,2019-11-01,0
VP,1901710401,ERICKSON & LINDSTROM CONSTRUCTION CO,19017104,Moderate (100-200),2020,18.86,No,2019-12-01,NA,NA
VP,1901793501,"SCHAFER CONSTRUCTION, INC",19017935,Simple (<=100),2020,9,Yes,2019-10-01,2019-10-01,1
VP,1902003701,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19020037,Complex (200-400),2020,17.71,Yes,2020-01-01,NA,NA
VP,1902081901,BRIVAR CONSTRUCTION COMPANY,19020819,Complex (200-400),2020,16.71,Yes,2020-01-01,NA,NA
VP,1902280501,"A. J. VENEKLASEN, INC.",19022805,Complex (200-400),2020,17.14,Yes,2020-03-01,NA,NA
VP,1902280601,"A. J. VENEKLASEN, INC.",19022806,Complex (200-400),2020,19.14,Yes,2020-03-01,NA,NA
VP,1902306801,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19023068,Simple (<=100),2020,8,Yes,2019-12-01,NA,NA
VP,1902306901,VANSTON-O'BRIEN C/O WOLVERINE STEEL ERECTORS,19023069,Simple (<=100),2020,9.71,Yes,2019-12-01,NA,NA
VP,1804053301,EPIC CONSTRUCTION,18040533,CII/FT,2020,549.71,No,2030-01-01,2019-09-01,-3749
VP,1804053401,EPIC CONSTRUCTION,18040534,CII/FT,2020,549.71,No,2030-01-01,2019-09-01,-3749
VP,1900592901,C.R. MEYER AND SONS COMPANY,19005929,High Complex (400-800),2020,17.57,Yes,2019-07-01,2019-07-01,-5
VP,1900607301,"GLOVER METAL BUILDING ERECTORS, LTD.",19006073,Complex (200-400),2020,14.14,Yes,2019-07-01,2019-07-01,0
VP,1900668501,"MORGAN/HARBOUR CONSTRUCTION, LLC",19006685,Simple (<=100),2020,29,No,2019-10-01,2019-10-01,2
VP,1900676801,"1848 CONSTRUCTION, INC.",19006768,Moderate (100-200),2020,28.14,No,2019-11-01,2019-11-01,1
VP,1901129801,EPIC CONSTRUCTION,19011298,Simple (<=100),2020,6.57,Yes,2019-07-01,2019-07-01,-2
VP,1901152701,"BAYLAND BUILDINGS, INC.",19011527,Moderate (100-200),2020,9.86,Yes,2019-08-01,2019-08-01,0
VP,1901335301,"BAYLAND BUILDINGS, INC.",19013353,Moderate (100-200),2020,11.57,Yes,2019-09-01,2019-08-01,-4
VP,1901337601,"UTSCHIG, INC.",19013376,Simple (<=100),2020,11.14,Yes,2019-09-01,2019-09-01,0
VP,1901338001,"UTSCHIG, INC.",19013380,Simple (<=100),2020,11.57,Yes,2019-09-01,2019-09-01,0
VP,1901476601,"1848 CONSTRUCTION, INC.",19014766,High Complex (400-800),2020,15,Yes,2019-11-01,2019-11-01,2
VP,1901505701,"T.A. BOWMAN CONSTRUCTORS, LLC",19015057,Moderate (100-200),2020,13.29,Yes,2019-11-01,2019-11-01,0
VP,1901604701,EPIC CONSTRUCTION,19016047,Moderate (100-200),2020,7.29,Yes,2019-09-01,2019-09-01,1
VP,1901613201,OLIVER CONSTRUCTION CO.,19016132,Complex (200-400),2020,23.71,No,2020-01-01,NA,NA
VP,1901646701,"OPTIMAL CONSTRUCTION SERVICES, INC.",19016467,Simple (<=100),2020,9.43,Yes,2019-10-01,2019-10-01,3
VP,1901676601,"OPTIMAL CONSTRUCTION SERVICES, INC.",19016766,Simple (<=100),2020,9.86,Yes,2019-10-01,2019-10-01,1
VP,1901676701,"OPTIMAL CONSTRUCTION SERVICES, INC.",19016767,Simple (<=100),2020,11.57,Yes,2019-10-01,2019-10-01,0
